five_p_cleav_1,five_p_cleav_compl_1,five_p_cleav_2,five_p_cleav_compl_2,five_p_cleav_prob,five_p_cleav_ss,five_p_non_cleav_1,five_p_non_cleav_compl_1,five_p_non_cleav_2,five_p_non_cleav_compl_2,five_p_non_cleav_prob,five_p_non_cleav_ss,three_p_cleav_1,three_p_cleav_compl_1,three_p_cleav_2,three_p_cleav_compl_2,three_p_cleav_prob,three_p_cleav_ss,three_p_non_cleav_1,three_p_non_cleav_compl_1,three_p_non_cleav_2,three_p_non_cleav_compl_2,three_p_non_cleav_prob,three_p_non_cleav_ss
"[2, 1, 2, 3, 2, 3, 4]","[1, 2, 3, 2, 1, 2, 1, 2]","[-2, -3, -4, -5, -4, -5, -4, -5, -4]","[-7, -8, -9]","[0.9983333517535248, 0.9982216534202799, 0.9955789028208919, 0.9114186405419434, -1, 0.9745658987053658, 0.9744648516901332, 0.9588426297682626, -1, 0.5876420598620558, 0.5660360378243179, -1, -1, -1]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[1, 2, 3, 2, 1, 2, 3]","[-1, 0, 1, 2, 3, 2, 1, 2]","[-1, -2, -1, -2, -3, -4, -5, -4, -5]","[-6, -7, -8, -7, -8, -9]","[0.7763174068075246, 0.797256891408611, -1, 0.9033185431136471, 0.9965073435607085, 0.9996170756535362, 0.9983333517535248, 0.9982216534202799, 0.9955789028208919, 0.9114186405419434, -1, 0.9745658987053658, 0.9744648516901332, 0.9588426297682626]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[3, 4, 5, 4, 5, 4, 3, 4, 5, 6]","[2, 3, 2, 1]","[-5, -4, -5, -4, -5, -4]","[-9, -10, -9, -10, -9, -10, -11, -12, -13]","[-1, -1, 0.5660360378243179, 0.5876420598620558, 0.9588426297682626, 0.9744648516901332, 0.9745658987053658, -1, 0.9114186405419434, 0.9955789028208919, 0.9982216534202799, 0.9983333517535248, 0.9996170756535362, 0.9965073435607085]","[0, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1]","[5, 4, 3, 4, 5, 6, 7]","[3, 2, 1, 2, 3, 4]","[-5, -4, -5, -4, -5, -6, -7, -8, -9]","[-10, -9, -10, -11, -12, -13, -14]","[0.9745658987053658, -1, 0.9114186405419434, 0.9955789028208919, 0.9982216534202799, 0.9983333517535248, 0.9996170756535362, 0.9965073435607085, 0.9033185431136471, -1, 0.797256891408611, 0.7763174068075246, -1, 0.9760611263363993]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1]"
"[-10, -11, -10, -11, -12, -11]","[-1, 0, 1, 2, 3]","[-2, -1, -2, -3, -4, -5, -6, -5, -6, -7]","[6, 7, 6]","[-1, 0.9796271180543038, 0.9981574397607589, 0.9974374252247542, 0.9860228592011553, 0.9683662882336531, 0.9060200369096334, -1, -1, -1, -1, -1, -1, -1]","[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[-8, -9, -10, -9, -10, -11, -10, -11]","[-1, -2, -1, 0, 1, 2, 3]","[-2, -1, -2, -1, -2, -3, -4, -5]","[4, 5, 6, 5, 6, 7, 6]","[0.9999725210672181, 0.9999904637366964, 0.9997594732180785, 0.5880303897578653, 0.8056294491359448, 0.835213450799298, -1, 0.9796271180543038, 0.9981574397607589, 0.9974374252247542, 0.9860228592011553, 0.9683662882336531, 0.9060200369096334, -1]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-9, -10, -9, -8, -7, -6, -5, -4, -3]","[3, 4, 3, 2]","[-7, -8, -9, -10, -9, -8, -9]","[6, 5, 4, 3, 2, 1]","[-1, -1, -1, -1, -1, 0.9060200369096334, 0.9683662882336531, 0.9860228592011553, 0.9974374252247542, 0.9981574397607589, 0.9796271180543038, 0.835213450799298, 0.8056294491359448, -1]","[0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0]","[-7, -6, -5, -4, -3, -4, -3, -4]","[3, 4, 3, 2, 3, 2, 1]","[-9, -10, -9, -8, -9, -10, -9, -8]","[5, 4, 3, 2, 1, 2, 1, 2]","[0.9683662882336531, 0.9860228592011553, 0.9974374252247542, 0.9981574397607589, 0.9796271180543038, 0.835213450799298, 0.8056294491359448, -1, 0.5880303897578653, 0.9997594732180785, 0.9999904637366964, 0.9999725210672181, 0.999119353366686, 0.9984191420639467]","[-1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1]"
"[2, 1, 0, -1, 0, 1, 2, 1, 0, 1]","[-2, -1, -2, -3]","[-1, -2, -1, -2, -3, -4]","[-2, -1, 0, -1, -2, -3, -4]","[0.3222120208016051, -1, 0.9771549434111388, 0.9998171864765881, 0.9992273798241412, 0.9987880531846655, 0.9967303443746666, 0.7545052595982229, 0.4226454558875625, -1, -1, -1, -1, 0.3536729040959909]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1]","[2, 1, 2, 1, 0, -1, 0, 1, 2]","[0, -1, -2, -3, -2, -1, -2]","[1, 2, 1, 0, -1, -2, -1]","[-1, -2, -1, 0, -1, -2, -3]","[0.9969885484338015, 0.9044481768567211, -1, 0.6820553624083644, 0.6945098958246448, 0.6203488047983429, 0.3222120208016051, -1, 0.9771549434111388, 0.9998171864765881, 0.9992273798241412, 0.9987880531846655, 0.9967303443746666, 0.7545052595982229]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[-1, -2, -3, -2, -1, -2]","[-4, -5, -6, -5, -4, -3, -4, -5]","[-6, -5, -4, -5, -6, -7, -8, -9, -8, -7]","[-2, -3, -2, -3, -4, -5]","[0.4674857180670731, 0.3536729040959909, -1, -1, 0.4226454558875625, 0.7545052595982229, 0.9967303443746666, 0.9987880531846655, 0.9992273798241412, 0.9998171864765881, 0.9771549434111388, 0.3222120208016051, 0.6203488047983429, 0.6945098958246448]","[-1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-2, -3, -2, -1, -2, -3, -4, -3]","[-5, -4, -3, -4, -5, -4, -5, -4]","[-7, -8, -9, -8, -7, -8, -7, -8]","[-3, -2, -3, -4, -5, -6, -5, -6]","[0.9967303443746666, 0.9987880531846655, 0.9992273798241412, 0.9998171864765881, 0.9771549434111388, 0.3222120208016051, 0.6203488047983429, 0.6945098958246448, 0.6820553624083644, 0.9044481768567211, 0.9969885484338015, 0.9999758845144888, 0.9993435133518968, 0.9985852913592543]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[8, 9, 8, 7, 8, 9, 10]","[-4, -5, -6, -7, -8, -9]","[-1, 0, -1, 0, 1, 0, -1, -2, -1]","[-5, -6, -5, -6]","[0.9923690817537786, 0.9943579212893522, 0.9980550180237686, 0.9991797665569497, 0.9998788041897081, 0.9989866983400432, 0.8893221552367799, 0.5018365588726886, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[6, 7, 8, 9, 8, 7]","[-1, -2, -3, -4, -5, -6, -7, -8, -9]","[-3, -2, -1, -2, -1, 0, -1, 0, 1, 0]","[-4, -5, -6, -5, -6]","[0.9840807903310489, 0.9674833891087214, -1, 0.684866808426124, 0.7077307302530593, -1, 0.9923690817537786, 0.9943579212893522, 0.9980550180237686, 0.9991797665569497, 0.9998788041897081, 0.9989866983400432, 0.8893221552367799, 0.5018365588726886]","[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[11, 10, 9, 10, 9, 8, 7, 6, 5, 6, 5]","[-9, -10, -11, -10]","[-2, -3, -4, -3, -4]","[-6, -7, -6, -5, -6, -5]","[-1, -1, -1, -1, 0.5018365588726886, 0.8893221552367799, 0.9989866983400432, 0.9998788041897081, 0.9991797665569497, 0.9980550180237686, 0.9943579212893522, 0.9923690817537786, -1, -1]","[0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0]","[9, 8, 7, 6, 5, 6, 5, 4, 3, 2, 3]","[-10, -11, -10, -9, -8]","[-4, -3, -4, -5, -6]","[-7, -6, -5, -6, -5, -4, -3, -2, -3]","[0.9989866983400432, 0.9998788041897081, 0.9991797665569497, 0.9980550180237686, 0.9943579212893522, 0.9923690817537786, -1, -1, 0.7077307302530593, 0.684866808426124, 0.9674833891087214, 0.9840807903310489, 0.9992958830757884, 0.9991795416108956]","[-1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1]"
"[-3, -4, -5, -6, -7, -6, -5]","[2, 1, 2, 3, 4]","[-2, -3, -4, -5, -6, -7, -8, -7, -8]","[-1, 0, 1, 2]","[0.9999873752381617, 0.9992023092166201, 0.9998494306444661, 0.9988909988567121, 0.9968899176908856, 0.996686452846564, 0.9821264973218758, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[-5, -4, -3, -2, -3, -4, -5, -6]","[1, 2, 1, 2, 3, 4]","[-2, -1, -2, -3, -4, -5, -6, -7]","[1, 0, -1, -2, -1, 0, 1, 2]","[0.9787263656994801, -1, 0.855720115971396, 0.9952466420267002, 0.9989863810208842, 0.9999752194012043, 0.9999873752381617, 0.9992023092166201, 0.9998494306444661, 0.9988909988567121, 0.9968899176908856, 0.996686452846564, 0.9821264973218758, -1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[-5, -4, -3, -2, -1, 0, -1, 0]","[4, 3, 2, 1, 0]","[-8, -7, -8, -9, -8, -7, -6, -5]","[2, 1, 0, -1, -2, -3]","[-1, -1, -1, -1, -1, 0.9821264973218758, 0.996686452846564, 0.9968899176908856, 0.9988909988567121, 0.9998494306444661, 0.9992023092166201, 0.9999873752381617, 0.9999752194012043, 0.9989863810208842]","[0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-3, -2, -1, 0, -1, 0, 1, 2]","[3, 2, 1, 0, 1, 2, 3, 2]","[-8, -7, -6, -5, -6, -7, -8, -7]","[2, 1, 0, -1, -2, -3, -4]","[0.996686452846564, 0.9968899176908856, 0.9988909988567121, 0.9998494306444661, 0.9992023092166201, 0.9999873752381617, 0.9999752194012043, 0.9989863810208842, 0.9952466420267002, 0.855720115971396, -1, 0.9787263656994801, 0.9999067985519842, 0.9995798035109313]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
"[-3, -4, -3, -2, -1, 0, -1]","[-5, -6, -7, -6, -5, -4, -3]","[3, 4, 5, 4, 3, 2, 1, 0, -1]","[1, 0, -1]","[0.9997376605587894, 0.9999650074760137, 0.9987133922502306, 0.9970459481374965, 0.9965880927226922, 0.9944525688144982, 0.976799302502514, 0.7046422399842042, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[-2, -1, -2, -3, -4, -3, -4, -3]","[-4, -5, -6, -7, -6, -5, -4, -3]","[2, 3, 4, 5, 4, 3, 2, 1]","[-1, 0, 1, 0, -1]","[-1, 0.992467604285193, 0.9999312037743778, 0.9993166362703558, -1, -1, 0.9997376605587894, 0.9999650074760137, 0.9987133922502306, 0.9970459481374965, 0.9965880927226922, 0.9944525688144982, 0.976799302502514, 0.7046422399842042]","[0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 0, 1, 2, 3, 4, 5, 4, 3, 4]","[-3, -2, -3]","[0, -1, 0, -1, -2, -1]","[-1, -2, -3, -4, -5, -4, -3]","[-1, -1, -1, -1, 0.7046422399842042, 0.976799302502514, 0.9944525688144982, 0.9965880927226922, 0.9970459481374965, 0.9987133922502306, 0.9999650074760137, 0.9997376605587894, -1, -1]","[0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0]","[3, 4, 5, 4, 3, 4, 3, 2, 1]","[-3, -2, -3, -4, -5, -4]","[0, -1, -2, -1, 0, 1, 0]","[-3, -4, -5, -4, -3, -2, -1]","[0.9944525688144982, 0.9965880927226922, 0.9970459481374965, 0.9987133922502306, 0.9999650074760137, 0.9997376605587894, -1, -1, 0.9993166362703558, 0.9999312037743778, 0.992467604285193, -1, 0.9822122298845393, 0.9991490663894739]","[-1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, 0, -1, -1]"
"[-1, -2, -1, 0, 1, 0]","[-5, -6, -7, -6, -5, -4, -3]","[0, 1, 2, 1, 0, -1, -2, -3, -4, -5]","[2, 1, 0]","[0.9997371452864393, 0.9999640933397582, 0.9986735244125438, 0.995447156408401, 0.9954625947536829, 0.9933804921367658, 0.9748898834500793, 0.731989818561337, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, -1, -2, -1, -2, -1]","[-4, -5, -6, -7, -6, -5, -4, -3]","[-1, 0, 1, 2, 1, 0, -1, -2]","[0, 1, 2, 1, 0]","[-1, 0.992467610397063, 0.9999312105198621, 0.9993170067856806, -1, -1, 0.9997371452864393, 0.9999640933397582, 0.9986735244125438, 0.995447156408401, 0.9954625947536829, 0.9933804921367658, 0.9748898834500793, 0.731989818561337]","[0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 2, 3, 4, 5, 6, 5, 4, 5]","[-3, -2, -3]","[-4, -5, -4, -5, -6, -5]","[0, -1, -2, -3, -4, -3, -2]","[-1, -1, -1, -1, 0.731989818561337, 0.9748898834500793, 0.9933804921367658, 0.9954625947536829, 0.995447156408401, 0.9986735244125438, 0.9999640933397582, 0.9997371452864393, -1, -1]","[0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0]","[4, 5, 6, 5, 4, 5, 4, 3, 2]","[-3, -2, -3, -4, -5, -4]","[-4, -5, -6, -5, -4, -3, -4]","[-2, -3, -4, -3, -2, -1, 0]","[0.9933804921367658, 0.9954625947536829, 0.995447156408401, 0.9986735244125438, 0.9999640933397582, 0.9997371452864393, -1, -1, 0.9993170067856806, 0.9999312105198621, 0.992467610397063, -1, 0.9822122312896506, 0.9991490679552598]","[-1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, 0, -1, -1]"
"[-6, -7, -6, -5, -4, -5]","[-4, -5, -6, -5, -4, -3, -2]","[3, 4, 5, 4, 3, 2, 1, 0, -1, -2]","[4, 3, 2]","[0.9997387236222777, 0.9999666032232043, 0.9987542935601523, 0.9972353194252047, 0.997408400584127, 0.9952374311842183, 0.9760798716412038, 0.6599922323456525, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[-5, -4, -5, -6, -7, -6, -7, -6]","[-3, -4, -5, -6, -5, -4, -3, -2]","[2, 3, 4, 5, 4, 3, 2, 1]","[2, 3, 4, 3, 2]","[-1, 0.9924676207869175, 0.9999312117498852, 0.9993170096464193, -1, -1, 0.9997387236222777, 0.9999666032232043, 0.9987542935601523, 0.9972353194252047, 0.997408400584127, 0.9952374311842183, 0.9760798716412038, 0.6599922323456525]","[0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[-5, -4, -3, -2, -1, 0, 1, 0, -1, 0]","[-2, -1, -2]","[-2, -3, -2, -3, -4, -3]","[2, 1, 0, -1, -2, -1, 0]","[-1, -1, -1, -1, 0.6599922323456525, 0.9760798716412038, 0.9952374311842183, 0.997408400584127, 0.9972353194252047, 0.9987542935601523, 0.9999666032232043, 0.9997387236222777, -1, -1]","[0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0]","[-1, 0, 1, 0, -1, 0, -1, -2, -3]","[-2, -1, -2, -3, -4, -3]","[-2, -3, -4, -3, -2, -1, -2]","[0, -1, -2, -1, 0, 1, 2]","[0.9952374311842183, 0.997408400584127, 0.9972353194252047, 0.9987542935601523, 0.9999666032232043, 0.9997387236222777, -1, -1, 0.9993170096464193, 0.9999312117498852, 0.9924676207869175, -1, 0.9822108211000203, 0.9991475287329756]","[-1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, 0, -1, -1]"
"[0, -1, -2, -1, -2, -1]","[-9, -10, -11, -12, -11, -10, -9, -8]","[5, 6, 5, 4, 3, 2, 1, 0, -1, 0]","[-4, -3, -2, -3, -4]","[0.9999447502647076, 0.9977556705864709, 0.9932865455921118, 0.9997414449773496, 0.9983710147425612, 0.9254736764067885, -1, -1, 0.6931319769173174, 0.7475919351802567, 0.7610380172266875, 0.7586623174092098, 0.6974482493381349, -1]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0]","[-2, -1, 0, -1, -2, -1]","[-8, -9, -10, -9, -10, -11, -12, -11]","[3, 4, 5, 6, 5, 6, 5, 4, 3, 2]","[-2, -3, -4, -3, -2]","[-1, 0.9945056459195729, 0.9984329053184952, 0.9993181734126365, 0.9985879415962416, 0.9990258467620612, 0.9999447502647076, 0.9977556705864709, 0.9932865455921118, 0.9997414449773496, 0.9983710147425612, 0.9254736764067885, -1, -1]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[-2, -1, 0, 1, 2, 1, 0, -1]","[-8, -7, -8, -9, -10, -9, -8]","[-1, -2, -3, -2, -1, 0, -1, -2]","[-4, -5, -6, -7, -8, -9, -10, -9]","[0.6974482493381349, 0.7586623174092098, 0.7610380172266875, 0.7475919351802567, 0.6931319769173174, -1, 0.9254736764067885, 0.9983710147425612, 0.9997414449773496, 0.9932865455921118, 0.9977556705864709, 0.9999447502647076, 0.9990258467620612, 0.9985879415962416]","[-1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 2, 1, 0, -1, 0, -1, -2]","[-8, -9, -10, -9, -8, -7, -8]","[-2, -1, 0, -1, -2, -1, -2, -1]","[-7, -8, -9, -10, -9, -10, -9, -8]","[0.9254736764067885, 0.9983710147425612, 0.9997414449773496, 0.9932865455921118, 0.9977556705864709, 0.9999447502647076, 0.9990258467620612, 0.9985879415962416, 0.9993181734126365, 0.9984329053184952, 0.9945056459195729, -1, 0.9626538873284474, 0.9943991254600547]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
"[-8, -9, -8, -9, -8, -9, -10, -9]","[-4, -3, -2]","[-2, -3, -2, -3, -4, -5, -6, -5]","[0, 1, 0, 1, 0, -1, -2]","[0.5167064018671297, -1, -1, 0.960985844921183, 0.9659010261805585, 0.9662845787027066, 0.9643385247124371, 0.9503551810068237, 0.8762360444554937, 0.767959760623891, -1, -1, -1, -1]","[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[-7, -8, -7, -8, -9, -8, -9, -8, -9]","[-3, -4, -5, -4, -3]","[-3, -2, -1, -2, -3, -2, -3]","[0, -1, 0, 1, 0, 1, 0, -1]","[-1, 0.9980348460339725, 0.9994656637289323, 0.999950502340715, 0.9993098948246905, 0.992558972533339, 0.5167064018671297, -1, -1, 0.960985844921183, 0.9659010261805585, 0.9662845787027066, 0.9643385247124371, 0.9503551810068237]","[0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1]","[-10, -9, -8, -7, -6, -7]","[-2, -3, -4, -3, -4, -3, -4, -5, -4]","[-6, -5, -6, -7, -8, -7, -8, -7, -6, -7]","[-2, -3, -4, -5, -4]","[-1, -1, 0.767959760623891, 0.8762360444554937, 0.9503551810068237, 0.9643385247124371, 0.9662845787027066, 0.9659010261805585, 0.960985844921183, 0.5167064018671297, 0.992558972533339, 0.9993098948246905, 0.999950502340715, 0.9994656637289323]","[0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-8, -7, -6, -7, -8, -7, -6, -7]","[-3, -4, -3, -4, -5, -4, -5]","[-8, -7, -8, -7, -6, -7, -6, -5]","[-3, -4, -5, -4, -3, -2]","[0.9662845787027066, 0.9659010261805585, 0.960985844921183, 0.5167064018671297, 0.992558972533339, 0.9993098948246905, 0.999950502340715, 0.9994656637289323, 0.9980348460339725, -1, -1, -1, 0.9834756208919903, 0.9999101545415306]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1, -1]"
"[-3, -4, -3, -4, -5, -4]","[-2, -3, -4, -3, -4, -3, -4]","[-2, -3, -2, -3, -2, -3, -4, -3, -4, -3]","[-2, -3, -4, -5]","[0.9453713977838728, 0.8466599148710083, 0.8483131102001172, 0.8077156397239382, -1, 0.8226643307054906, 0.8081880553869939, 0.5758336669068221, -1, -1, -1, 0.6367132994085464, 0.7586928857724741, -1]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0]","[-4, -3, -2, -3, -4, -3, -4]","[-3, -4, -3, -2, -3, -4, -3, -4, -3]","[-1, 0, -1, -2, -3, -2, -3, -2, -3]","[-1, -2, -3, -2, -3, -4]","[0.9584261470855212, 0.9998490195233742, 0.9990729640701678, 0.9973259752073941, 0.9939786104308725, 0.9934878578435826, 0.9453713977838728, 0.8466599148710083, 0.8483131102001172, 0.8077156397239382, -1, 0.8226643307054906, 0.8081880553869939, 0.5758336669068221]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[-5, -4, -3, -4, -3, -4, -5, -4]","[-4, -5, -6, -7, -8]","[-2, -3, -2, -1, -2, -1, -2, -1]","[-4, -5, -4, -5, -4, -5, -6]","[0.6367132994085464, -1, -1, -1, 0.5758336669068221, 0.8081880553869939, 0.8226643307054906, -1, 0.8077156397239382, 0.8483131102001172, 0.8466599148710083, 0.9453713977838728, 0.9934878578435826, 0.9939786104308725]","[-1, 0, 0, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1]","[-3, -4, -3, -4, -5, -4, -3, -4, -3]","[-6, -7, -8, -7, -6]","[-2, -1, -2, -1, -2, -3, -4]","[-5, -4, -5, -4, -5, -6, -7, -6, -7]","[0.8226643307054906, -1, 0.8077156397239382, 0.8483131102001172, 0.8466599148710083, 0.9453713977838728, 0.9934878578435826, 0.9939786104308725, 0.9973259752073941, 0.9990729640701678, 0.9998490195233742, 0.9584261470855212, -1, 0.8903088562987199]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"[-6, -7, -6, -7, -8, -9, -10, -9, -8]","[-6, -5, -4, -3, -4, -5]","[9, 8, 7, 6, 7, 6, 5]","[6, 7, 6, 7]","[0.9981619253082886, 0.9999448553659281, 0.9988883489727065, 0.9979173166569427, 0.995540824418107, 0.9524960060137615, 0.8882520697950359, -1, -1, 0.2930439349938365, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[-6, -7, -6, -7, -6, -7]","[-5, -6, -5, -4, -3, -4, -5]","[11, 10, 9, 10, 9, 8, 7, 6, 7, 6]","[6, 7, 6, 7, 6]","[-1, -1, -1, 0.995157225592797, 0.9993643407237416, 0.9980598082509664, 0.9981619253082886, 0.9999448553659281, 0.9988883489727065, 0.9979173166569427, 0.995540824418107, 0.9524960060137615, 0.8882520697950359, -1]","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[-8, -9, -10, -9, -10, -11, -10, -9, -8, -9]","[-5, -6, -5, -6, -5]","[5, 6, 5, 4, 5, 4]","[7, 6, 7, 6, 5, 4, 3]","[0.2930439349938365, -1, -1, -1, -1, 0.8882520697950359, 0.9524960060137615, 0.995540824418107, 0.9979173166569427, 0.9988883489727065, 0.9999448553659281, 0.9981619253082886, 0.9980598082509664, 0.9993643407237416]","[-1, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-10, -11, -10, -9, -8, -9, -8, -7, -8]","[-6, -5, -6, -5, -6]","[5, 4, 5, 4, 5, 4, 5]","[6, 7, 6, 5, 4, 3, 2, 3]","[0.9524960060137615, 0.995540824418107, 0.9979173166569427, 0.9988883489727065, 0.9999448553659281, 0.9981619253082886, 0.9980598082509664, 0.9993643407237416, 0.995157225592797, -1, -1, -1, 0.9452285017553865, 0.9998378973866232]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1, -1]"
"[2, 3, 4, 5, 6, 5]","[0, -1, -2, -1, -2]","[-4, -3, -2, -3, -2, -1, 0, -1, 0, -1]","[1, 0, -1, -2, -3]","[0.8749167688108909, 0.9999007660566838, 0.999970030163849, 0.9987539950998582, 0.9966649125193241, 0.9935466678105194, 0.9749355428765923, 0.9027336439240308, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 2, 3, 2, 1, 2, 3, 4, 5, 6]","[0, -1, -2, -1, -2]","[-3, -4, -3, -2, -3, -2]","[1, 0, -1, 0, 1, 0, -1, -2, -3]","[0.6174513642888353, 0.5951110823833788, -1, 0.7933755845984797, 0.791479631555263, -1, 0.8749167688108909, 0.9999007660566838, 0.999970030163849, 0.9987539950998582, 0.9966649125193241, 0.9935466678105194, 0.9749355428765923, 0.9027336439240308]","[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[5, 6, 7, 6, 5, 6, 5, 4]","[-2, -1, 0, 1, 2]","[-2, -1, -2, -3, -4, -5, -6, -5]","[-3, -2, -3, -2, -1]","[-1, -1, -1, -1, -1, 0.9027336439240308, 0.9749355428765923, 0.9935466678105194, 0.9966649125193241, 0.9987539950998582, 0.999970030163849, 0.9999007660566838, 0.8749167688108909, -1]","[0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0]","[5, 6, 5, 4]","[-2, -1, 0, 1, 2, 1, 0, 1, 2]","[-2, -3, -4, -5, -6, -5, -4, -3, -2, -3, -4, -3]","[-2, -3, -2, -1]","[0.9749355428765923, 0.9935466678105194, 0.9966649125193241, 0.9987539950998582, 0.999970030163849, 0.9999007660566838, 0.8749167688108909, -1, 0.791479631555263, 0.7933755845984797, -1, 0.5951110823833788, 0.6174513642888353, -1]","[-1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1, 0]"
