five_p_cleav_1,five_p_cleav_compl_1,five_p_cleav_prob,five_p_non_cleav_1,five_p_non_cleav_compl_1,five_p_non_cleav_prob,three_p_cleav_1,three_p_cleav_compl_1,three_p_cleav_prob,three_p_non_cleav_1,three_p_non_cleav_compl_1,three_p_non_cleav_prob
"[-15, -17, -18, -16, -15, -16, -18, -17, -15, -13, -14, -15, -16, -17, -19]","[10, 11.998433459089588, 12.998004823640535, 11.000703440250657, 10.008953309842356, 10.008953309842356, 10.008953309842356, 9.55592434041548, 9.55592434041548, 9.55592434041548, 9.55592434041548, 10.524035938070684, 11.503245598872994, 12.491240813137793, 14.483840177275786]","[0.9992167295447941, 0.9995713645509468, 0.998650691694939, 0.9917501304083006, -1, -1, 0.4530289694268774, -1, -1, -1, 0.9681115976552045, 0.9792096608023106, 0.9879952142647981, 0.9962996820689971]","[-6, -7, -8, -10, -12, -14, -15, -17, -18, -16, -15, -16, -18, -17, -15]","[6, 6.981783921999677, 7.9615371923021305, 7.9615371923021305, 7.9615371923021305, 8.879070082802151, 9.876987329981569, 11.875420789071157, 12.874992153622104, 10.877690770232226, 9.885940639823925, 9.885940639823925, 9.885940639823925, 9.432911670397047, 9.432911670397047]","[0.9817839219996765, 0.9797532703024542, -1, -1, 0.917532890500021, 0.9979172471794177, 0.9992167295447941, 0.9995713645509468, 0.998650691694939, 0.9917501304083006, -1, -1, 0.4530289694268774, -1]","[-22, -20, -19, -18, -17, -18, -19, -20, -22, -23, -25, -24, -22, -21, -20]","[14, 12.007400635862005, 11.019405421597208, 10.040195760794898, 9.072084163139692, 9.072084163139692, 9.52511313256657, 9.52511313256657, 9.52511313256657, 10.51686326297487, 12.514164646364748, 11.514593281813802, 9.516159822724212, 8.518242575544797, 6.683176794544754]","[0.9962996820689971, 0.9879952142647981, 0.9792096608023106, 0.9681115976552045, -1, 0.4530289694268774, -1, -1, 0.9917501304083006, 0.998650691694939, 0.9995713645509468, 0.9992167295447941, 0.9979172471794177, 0.917532890500021]","[-19, -20, -22, -23, -25, -24, -22, -21, -20, -22, -21, -20, -18, -16, -17]","[10, 10, 10, 10.9917501304083, 12.989051513798179, 11.989480149247232, 9.991046690157644, 8.993129442978226, 7.158063661978184, 7.158063661978184, 6.17831039167573, 5.196526469676053, 3.3398551900064195, 3.3398551900064195, 3.3398551900064195]","[-1, -1, 0.9917501304083006, 0.998650691694939, 0.9995713645509468, 0.9992167295447941, 0.9979172471794177, 0.917532890500021, -1, 0.9797532703024542, 0.9817839219996765, 0.9283356398348167, -1, -1]"
"[18, 16, 14, 13, 12, 10, 11, 13, 11, 10, 8, 9, 11, 9, 10]","[-20, -18.002437410214938, -16.004365193806695, -15.010291576834152, -15.010291576834152, -13.04321098159414, -14.04114168416509, -15.99466979877031, -15.99466979877031, -15.276985623951632, -13.826596647466541, -13.826596647466541, -13.826596647466541, -13.826596647466541, -13.826596647466541]","[0.9987812948925309, 0.999036108204121, 0.9940736169725444, -1, 0.9835402976200062, 0.9979307025709504, 0.9767640573026108, -1, 0.7176841748186802, 0.7251944882425446, -1, -1, -1, -1]","[17, 18, 17, 16, 18, 19, 18, 16, 14, 13, 12, 10, 11, 13, 11]","[-19, -19.993112371647342, -19.993112371647342, -19.993112371647342, -19.993112371647342, -20.977638419851235, -19.97775875551657, -17.98019616573151, -15.982123949323267, -14.988050332350722, -14.988050332350722, -13.020969737110711, -14.01890043968166, -15.972428554286882, -15.972428554286882]","[0.993112371647341, -1, -1, -1, 0.9845260482038938, 0.9998796643346645, 0.9987812948925309, 0.999036108204121, 0.9940736169725444, -1, 0.9835402976200062, 0.9979307025709504, 0.9767640573026108, -1]","[9, 10, 11, 13, 15, 16, 14, 13, 15, 13, 14, 16, 18, 19, 18]","[-13, -13, -13, -13, -14.450388976485089, -15.16807315130377, -13.214545036698548, -12.216614334127597, -14.18369492936761, -14.18369492936761, -15.177768546340154, -17.175840762748397, -19.17340335253346, -20.173283016868123, -19.18875696866423]","[-1, -1, -1, 0.7251944882425446, 0.7176841748186802, 0.9767640573026108, 0.9979307025709504, 0.9835402976200062, -1, 0.9940736169725444, 0.999036108204121, 0.9987812948925309, 0.9998796643346645, 0.9845260482038938]","[14, 13, 15, 13, 14, 16, 18, 19, 18, 17, 15, 13, 12, 10, 9]","[-14, -13.002069297429049, -14.969149892669062, -14.969149892669062, -15.963223509641606, -17.961295726049848, -19.95885831583491, -20.958737980169573, -19.97421193196568, -19.97421193196568, -19.97421193196568, -19.97421193196568, -18.98109956031834, -16.98234235801133, -15.982386233712988]","[0.9979307025709504, 0.9835402976200062, -1, 0.9940736169725444, 0.999036108204121, 0.9987812948925309, 0.9998796643346645, 0.9845260482038938, -1, -1, -1, 0.993112371647341, 0.9993786011535043, 0.9999561242983427]"
"[-26, -27, -29, -30, -31, -33, -32, -34, -36, -38, -37, -35, -33, -35, -33]","[21, 21.999922257158648, 23.999313209322644, 24.999298682960273, 25.99927553579081, 27.998271510626168, 26.99845210892255, 28.969984229775307, 30.872687100583803, 32.263030875006734, 32.263030875006734, 32.263030875006734, 32.263030875006734, 32.263030875006734, 32.263030875006734]","[0.9999222571586471, 0.9996954760819977, 0.9999854736376307, 0.9999768528305378, 0.9994979874176791, 0.9998194017036187, 0.9857660604263783, 0.951351435404248, 0.6951718872114647, -1, -1, -1, -1, -1]","[-23, -24, -25, -26, -27, -28, -26, -27, -29, -30, -31, -33, -32, -34, -36]","[18, 18.825224910895198, 19.487830514154528, 19.987809104286967, 20.325160586865472, 20.49983081649435, 18.524830585140965, 19.524752842299613, 21.52414379446361, 22.524129268101237, 23.524106120931776, 25.523102095767136, 24.523282694063518, 26.494814814916275, 28.397517685724768]","[0.8252249108951971, 0.662605603259331, 0.4999785901324406, 0.33735148257850345, 0.17467022962887518, 0.9875001156766913, 0.9999222571586471, 0.9996954760819977, 0.9999854736376307, 0.9999768528305378, 0.9994979874176791, 0.9998194017036187, 0.9857660604263783, 0.951351435404248]","[-38, -39, -40, -38, -37, -35, -33, -31, -32, -30, -29, -28, -26, -25, -27]","[33, 33, 33, 33, 33, 31.60965622557707, 29.706953354768576, 27.73542123391582, 28.735240635619437, 26.736244660784077, 25.73626780795354, 24.73628233431591, 22.736891382151914, 21.736969124993266, 23.71196935634665]","[-1, -1, -1, -1, 0.6951718872114647, 0.951351435404248, 0.9857660604263783, 0.9998194017036187, 0.9994979874176791, 0.9999768528305378, 0.9999854736376307, 0.9996954760819977, 0.9999222571586471, 0.9875001156766913]","[-33, -31, -32, -30, -29, -28, -26, -25, -27, -26, -25, -24, -23, -22, -21]","[29, 27.028467879147243, 28.02828728085086, 26.029291306015505, 25.029314453184966, 24.029328979547337, 22.029938027383338, 21.030015770224693, 23.005016001578074, 23.005016001578074, 22.8303457719492, 22.492994289370696, 21.993015699238256, 21.330410095978927, 20.505185185083725]","[0.9857660604263783, 0.9998194017036187, 0.9994979874176791, 0.9999768528305378, 0.9999854736376307, 0.9996954760819977, 0.9999222571586471, 0.9875001156766913, -1, 0.17467022962887518, 0.33735148257850345, 0.4999785901324406, 0.662605603259331, 0.8252249108951971]"
"[9, 8, 6, 7, 6, 8, 9, 7, 8, 6, 5, 6, 4, 5, 6]","[-10, -9.061731983567963, -7.063477979998096, -8.063453982822422, -7.063477089049367, -9.062459684709312, -10.062247599222893, -9.079425071789233, -10.465930955483854, -10.465930955483854, -10.465930955483854, -10.465930955483854, -8.698526116213552, -9.611219977595209, -9.611219977595209]","[0.9382680164320367, 0.9991270017849337, 0.9999760028243253, 0.9999768937730547, 0.9994912978299723, 0.9997879145135813, 0.9828225274336602, 0.6932529418473111, -1, -1, -1, 0.8837024196351511, 0.9126938613816568, -1]","[6, 4, 3, 5, 7, 8, 9, 8, 6, 7, 6, 8, 9, 7, 8]","[-10, -8.000666184135339, -7.006986886596904, -7.006986886596904, -8.785012764300973, -9.667722370836463, -9.667722370836463, -8.729454354404426, -6.731200350834559, -7.731176353658885, -6.73119945988583, -8.730182055545775, -9.729969970059356, -8.747147442625696, -10.133653326320317]","[0.9996669079323308, 0.9936792975384349, -1, 0.8890129388520345, 0.882709606535491, -1, 0.9382680164320367, 0.9991270017849337, 0.9999760028243253, 0.9999768937730547, 0.9994912978299723, 0.9997879145135813, 0.9828225274336602, 0.6932529418473111]","[5, 4, 6, 7, 6, 4, 2, 3, 2, 0, 1, 0, 2, 3, 5]","[-10, -9.087306138618343, -10.854710977888645, -10.854710977888645, -10.854710977888645, -10.854710977888645, -10.161458036041335, -12.127103090908655, -11.127315176395074, -9.12833258073513, -10.128309474508184, -9.128333471683858, -11.126587475253725, -12.064855491685762, -12.064855491685762]","[0.9126938613816568, 0.8837024196351511, -1, -1, -1, 0.6932529418473111, 0.9828225274336602, 0.9997879145135813, 0.9994912978299723, 0.9999768937730547, 0.9999760028243253, 0.9991270017849337, 0.9382680164320367, -1]","[2, 3, 2, 0, 1, 0, 2, 3, 5, 4, 2, 1, 2, 4, 3]","[-10, -11.96564505486732, -10.965857140353739, -8.966874544693795, -9.966851438466849, -8.966875435642525, -10.965129439212392, -11.903397455644427, -11.903397455644427, -11.020687849108937, -9.242661971404868, -9.242661971404868, -10.236341268943303, -12.235675084807966, -11.235695080174528]","[0.9828225274336602, 0.9997879145135813, 0.9994912978299723, 0.9999768937730547, 0.9999760028243253, 0.9991270017849337, 0.9382680164320367, -1, 0.882709606535491, 0.8890129388520345, -1, 0.9936792975384349, 0.9996669079323308, 0.9999800046334362]"
"[-2, -1, -3, -2, 0, 1, 0, 2, 0, -2, -3, -5, -3, -2, -3]","[6, 4.060007525725959, 6.053556067493512, 5.0547594928249415, 3.36690404178994, 3.36690404178994, 4.302824342772004, 2.42631729131051, 3.953579013245766, 4.524771735122144, 4.524771735122144, 4.524771735122144, 2.889804660011867, 0.962063033002269, 1.930086910503844]","[0.9699962371370205, 0.9967742708837763, 0.9987965746685699, 0.843927725517501, -1, 0.9359203009820638, 0.9382535257307467, 0.7636308609676281, 0.5711927218763774, -1, -1, 0.8174835375551381, 0.963870813504799, 0.968023877501575]","[-5, -3, -4, -2, -1, 0, -2, -1, -3, -2, 0, 1, 0, 2, 0]","[6, 6, 6.981633599152526, 5.033097596919948, 5.033097596919948, 5.033097596919948, 5.634747431712227, 3.694754957438186, 5.688303499205739, 4.689506924537169, 3.001651473502167, 3.001651473502167, 3.9375717744842307, 2.0610647230227372, 3.5883264449579935]","[-1, 0.9816335991525266, 0.9742680011162895, -1, -1, 0.6016498347922795, 0.9699962371370205, 0.9967742708837763, 0.9987965746685699, 0.843927725517501, -1, 0.9359203009820638, 0.9382535257307467, 0.7636308609676281]","[2, 0, -2, -4, -3, -1, -3, -2, 0, -2, -3, -1, -3, -2, -4]","[1, 1.963870813504799, 3.5988378886150754, 3.5988378886150754, 2.456452444862321, 0.9291907229270644, 2.805697774388558, 1.869777473406494, 1.869777473406494, 3.5576329244414957, 4.556429499110066, 2.562880957342513, 3.532877194479534, 2.329577524894975, 2.329577524894975]","[0.963870813504799, 0.8174835375551381, -1, 0.5711927218763774, 0.7636308609676281, 0.9382535257307467, 0.9359203009820638, -1, 0.843927725517501, 0.9987965746685699, 0.9967742708837763, 0.9699962371370205, 0.6016498347922795, -1]","[-3, -2, 0, -2, -3, -1, -3, -2, -4, -2, -4, -3, -1, -3, -1]","[2, 1.0640796990179362, 1.0640796990179362, 2.751935150052938, 3.7507317247215077, 1.7571831829539553, 2.727179420090976, 1.5238797505064168, 1.5238797505064168, 1.5238797505064168, 3.472415752738996, 2.490782153586469, 2.490782153586469, 4.430189623944795, 2.4331444628665473]","[0.9359203009820638, -1, 0.843927725517501, 0.9987965746685699, 0.9967742708837763, 0.9699962371370205, 0.6016498347922795, -1, -1, 0.9742680011162895, 0.9816335991525266, -1, 0.9697037351791629, 0.9985225805391238]"
"[10, 12, 13, 15, 14, 12, 10, 8, 9, 7, 8, 10, 8, 6, 4]","[-7, -8.99776264270581, -9.989935941841022, -9.989935941841022, -8.994890815754188, -6.997857551097104, -5.003420886379288, -3.0066062735820696, -4.002228279317466, -4.002228279317466, -4.87691713578093, -6.437508672682137, -6.437508672682137, -6.437508672682137, -6.437508672682137]","[0.9988813213529047, 0.9921732991352123, -1, 0.9950451260868346, 0.9985166323285422, 0.9972183323589076, 0.9984073063986094, 0.9956220057353963, -1, 0.874688856463464, 0.7802957684506038, -1, -1, -1]","[6, 4, 5, 6, 7, 9, 10, 12, 13, 15, 14, 12, 10, 8, 9]","[-5, -3.000983006801407, -4.0009354587240455, -5.000872821999421, -5.996711413240531, -5.996711413240531, -6.990459477346225, -8.988222120052034, -9.980395419187246, -9.980395419187246, -8.985350293100412, -6.988317028443328, -4.993880363725513, -2.997065750928294, -3.99268775666369]","[0.9995084965992963, 0.9999524519226383, 0.9999373632753752, 0.9958385912411106, -1, 0.9937480641056938, 0.9988813213529047, 0.9921732991352123, -1, 0.9950451260868346, 0.9985166323285422, 0.9972183323589076, 0.9984073063986094, 0.9956220057353963]","[2, 0, -1, -2, 0, 2, 4, 5, 4, 3, 1, 0, 2, 1, 0]","[-7, -5.4394084630987924, -4.564719606635329, -3.569097600899932, -5.5659122136971515, -7.560348878414966, -9.55738214307205, -10.552427269158885, -10.552427269158885, -9.560253970023673, -7.562491327317863, -6.56874326321217, -6.56874326321217, -5.572904671971059, -4.5729673086956835]","[0.7802957684506038, 0.874688856463464, 0.9956220057353963, 0.9984073063986094, 0.9972183323589076, 0.9985166323285422, 0.9950451260868346, -1, 0.9921732991352123, 0.9988813213529047, 0.9937480641056938, -1, 0.9958385912411106, 0.9999373632753752]","[4, 5, 4, 3, 1, 0, 2, 1, 0, -1, 1, 2, 1, -1, -2]","[-9, -9.995045126086834, -9.995045126086834, -9.002871826951623, -7.005109184245812, -6.011361120140119, -6.011361120140119, -5.015522528899009, -4.015585165623634, -3.0156327137009953, -5.014649706899588, -6.014591568675696, -5.0217544837691, -5.0217544837691, -5.0217544837691]","[0.9950451260868346, -1, 0.9921732991352123, 0.9988813213529047, 0.9937480641056938, -1, 0.9958385912411106, 0.9999373632753752, 0.9999524519226383, 0.9995084965992963, 0.9999418617761081, 0.9928370849065961, -1, -1]"
"[3, 2, 4, 3, 4, 2, 3, 5, 4, 3, 1, 0, -1, -3, -2]","[-8, -7.086899757195287, -7.086899757195287, -6.3802416566557465, -7.640753235938251, -7.640753235938251, -8.126012906716554, -8.126012906716554, -7.467042065731252, -6.803586308593368, -6.803586308593368, -6.803586308593368, -6.803586308593368, -6.803586308593368, -7.467042065731252]","[0.9131002428047128, -1, 0.7066581005395406, 0.6302557896412523, -1, 0.48525967077830207, -1, 0.6589708409853012, 0.6634557571378842, -1, -1, -1, -1, 0.6634557571378842]","[4, 6, 7, 6, 4, 2, 3, 2, 4, 3, 4, 2, 3, 5, 4]","[-6, -7.999019023874968, -8.998986273566585, -8.007066400469471, -7.480331707724328, -7.480331707724328, -8.397776974524572, -7.484676731719859, -7.484676731719859, -6.778018631180319, -8.038530210462824, -8.038530210462824, -8.523789881241125, -8.523789881241125, -7.864819040255824]","[0.9995095119374843, 0.9999672496916167, 0.9919198730971149, 0.5267346927451426, -1, 0.9174452668002443, 0.9131002428047128, -1, 0.7066581005395406, 0.6302557896412523, -1, 0.48525967077830207, -1, 0.6589708409853012]","[1, 0, -1, -3, -2, -1, 0, -1, -2, -4, -3, -2, -3, -2, -1]","[-7, -7, -7, -7, -7.663455757137884, -8.322426598123185, -8.322426598123185, -7.837166927344883, -7.837166927344883, -7.206911137703631, -7.913569238243172, -8.826669481047885, -7.90922421424764, -8.962693599737925, -9.95461347283504]","[-1, -1, -1, 0.6634557571378842, 0.6589708409853012, -1, 0.48525967077830207, -1, 0.6302557896412523, 0.7066581005395406, 0.9131002428047128, 0.9174452668002443, 0.5267346927451426, 0.9919198730971149]","[0, -1, -2, -4, -3, -2, -3, -2, -1, -2, -4, -3, -5, -4, -6]","[-9, -8.514740329221699, -8.514740329221699, -7.884484539580446, -8.591142640119987, -9.504242882924698, -8.586797616124455, -9.64026700161474, -10.632186874711856, -9.632219625020237, -7.633200601145269, -8.633155229531479, -6.633986431010049, -7.633956940969458, -6.634641416980799]","[0.48525967077830207, -1, 0.6302557896412523, 0.7066581005395406, 0.9131002428047128, 0.9174452668002443, 0.5267346927451426, 0.9919198730971149, 0.9999672496916167, 0.9995095119374843, 0.99995462838621, 0.9995843992607152, 0.9999705099594087, 0.999315523988659]"
"[3, 2, 4, 3, 4, 2, 3, 5, 4, 3, 1, 0, -1, -3, -2]","[-8, -7.086899757195287, -7.086899757195287, -6.3802416566557465, -7.640753235938251, -7.640753235938251, -8.126012906716554, -8.126012906716554, -7.467042065731252, -6.803586308593368, -6.803586308593368, -6.803586308593368, -6.803586308593368, -6.803586308593368, -7.467042065731252]","[0.9131002428047128, -1, 0.7066581005395406, 0.6302557896412523, -1, 0.48525967077830207, -1, 0.6589708409853012, 0.6634557571378842, -1, -1, -1, -1, 0.6634557571378842]","[4, 6, 7, 6, 4, 2, 3, 2, 4, 3, 4, 2, 3, 5, 4]","[-6, -7.999019023874968, -8.998986273566585, -8.007066400469471, -7.480331707724328, -7.480331707724328, -8.397776974524572, -7.484676731719859, -7.484676731719859, -6.778018631180319, -8.038530210462824, -8.038530210462824, -8.523789881241125, -8.523789881241125, -7.864819040255824]","[0.9995095119374843, 0.9999672496916167, 0.9919198730971149, 0.5267346927451426, -1, 0.9174452668002443, 0.9131002428047128, -1, 0.7066581005395406, 0.6302557896412523, -1, 0.48525967077830207, -1, 0.6589708409853012]","[1, 0, -1, -3, -2, -1, 0, -1, -2, -4, -3, -2, -3, -2, -1]","[-7, -7, -7, -7, -7.663455757137884, -8.322426598123185, -8.322426598123185, -7.837166927344883, -7.837166927344883, -7.206911137703631, -7.913569238243172, -8.826669481047885, -7.90922421424764, -8.962693599737925, -9.95461347283504]","[-1, -1, -1, 0.6634557571378842, 0.6589708409853012, -1, 0.48525967077830207, -1, 0.6302557896412523, 0.7066581005395406, 0.9131002428047128, 0.9174452668002443, 0.5267346927451426, 0.9919198730971149]","[0, -1, -2, -4, -3, -2, -3, -2, -1, -2, -4, -3, -5, -4, -6]","[-9, -8.514740329221699, -8.514740329221699, -7.884484539580446, -8.591142640119987, -9.504242882924698, -8.586797616124455, -9.64026700161474, -10.632186874711856, -9.632219625020237, -7.633200601145269, -8.633155229531479, -6.633986431010049, -7.633956940969458, -6.634641416980799]","[0.48525967077830207, -1, 0.6302557896412523, 0.7066581005395406, 0.9131002428047128, 0.9174452668002443, 0.5267346927451426, 0.9919198730971149, 0.9999672496916167, 0.9995095119374843, 0.99995462838621, 0.9995843992607152, 0.9999705099594087, 0.999315523988659]"
"[10, 9, 11, 12, 13, 15, 14, 16, 17, 16, 17, 18, 19, 17, 18]","[-11, -10.004406258030489, -11.995288350971874, -12.991154727683442, -13.979668344838613, -13.979668344838613, -13.979668344838613, -15.54354508049136, -16.518243532622265, -15.540794383752246, -15.540794383752246, -15.540794383752246, -15.540794383752246, -15.540794383752246, -15.540794383752246]","[0.995593741969512, 0.995441046470693, 0.9958663767115681, 0.9885136171551708, -1, -1, 0.7819383678263729, 0.9746984521309043, 0.9774491488700184, -1, -1, -1, -1, -1]","[12, 10, 11, 12, 13, 12, 10, 9, 11, 12, 13, 15, 14, 16, 17]","[-12, -10.004030072519209, -10.966962145124658, -11.894985101251928, -12.785625966502277, -12.785625966502277, -10.867821584823886, -9.872227842854375, -11.86310993579576, -12.858976312507329, -13.8474899296625, -13.8474899296625, -13.8474899296625, -15.411366665315246, -16.38606511744615]","[0.9979849637403959, 0.96293207260545, 0.9280229561272694, 0.8906408652503486, -1, 0.9589021908391947, 0.995593741969512, 0.995441046470693, 0.9958663767115681, 0.9885136171551708, -1, -1, 0.7819383678263729, 0.9746984521309043]","[17, 18, 17, 15, 13, 14, 13, 12, 10, 11, 13, 12, 11, 10, 9]","[-16, -16.97744914887002, -16.002750696739113, -14.438873961086369, -14.438873961086369, -14.438873961086369, -13.450360343931198, -12.45449396721963, -10.463611874278243, -11.459205616247756, -13.377009997926145, -13.377009997926145, -13.377009997926145, -12.486369132675797, -11.558346176548527]","[0.9774491488700184, 0.9746984521309043, 0.7819383678263729, -1, -1, 0.9885136171551708, 0.9958663767115681, 0.995441046470693, 0.995593741969512, 0.9589021908391947, -1, -1, 0.8906408652503486, 0.9280229561272694]","[13, 12, 10, 11, 13, 12, 11, 10, 9, 8, 10, 8, 9, 7, 6]","[-13, -12.004133623288432, -10.013251530347045, -11.008845272316558, -12.926649653994946, -12.926649653994946, -12.926649653994946, -12.0360087887446, -11.107985832617329, -10.14505376001188, -12.141023687492671, -10.143314133640423, -11.141415244515288, -9.28909108074241, -9.28909108074241]","[0.9958663767115681, 0.995441046470693, 0.995593741969512, 0.9589021908391947, -1, -1, 0.8906408652503486, 0.9280229561272694, 0.96293207260545, 0.9979849637403959, 0.9988547769261232, 0.9981011108748643, 0.9261620818864396, -1]"
"[10, 9, 11, 12, 13, 15, 14, 16, 17, 16, 17, 18, 19, 17, 18]","[-11, -10.004406258030489, -11.995288350971874, -12.991154727683442, -13.979668344838613, -13.979668344838613, -13.979668344838613, -15.54354508049136, -16.518243532622265, -15.540794383752246, -15.540794383752246, -15.540794383752246, -15.540794383752246, -15.540794383752246, -15.540794383752246]","[0.995593741969512, 0.995441046470693, 0.9958663767115681, 0.9885136171551708, -1, -1, 0.7819383678263729, 0.9746984521309043, 0.9774491488700184, -1, -1, -1, -1, -1]","[12, 10, 11, 12, 13, 12, 10, 9, 11, 12, 13, 15, 14, 16, 17]","[-12, -10.004030072519209, -10.966962145124658, -11.894985101251928, -12.785625966502277, -12.785625966502277, -10.867821584823886, -9.872227842854375, -11.86310993579576, -12.858976312507329, -13.8474899296625, -13.8474899296625, -13.8474899296625, -15.411366665315246, -16.38606511744615]","[0.9979849637403959, 0.96293207260545, 0.9280229561272694, 0.8906408652503486, -1, 0.9589021908391947, 0.995593741969512, 0.995441046470693, 0.9958663767115681, 0.9885136171551708, -1, -1, 0.7819383678263729, 0.9746984521309043]","[17, 18, 17, 15, 13, 14, 13, 12, 10, 11, 13, 12, 11, 10, 9]","[-16, -16.97744914887002, -16.002750696739113, -14.438873961086369, -14.438873961086369, -14.438873961086369, -13.450360343931198, -12.45449396721963, -10.463611874278243, -11.459205616247756, -13.377009997926145, -13.377009997926145, -13.377009997926145, -12.486369132675797, -11.558346176548527]","[0.9774491488700184, 0.9746984521309043, 0.7819383678263729, -1, -1, 0.9885136171551708, 0.9958663767115681, 0.995441046470693, 0.995593741969512, 0.9589021908391947, -1, -1, 0.8906408652503486, 0.9280229561272694]","[13, 12, 10, 11, 13, 12, 11, 10, 9, 8, 10, 8, 9, 7, 6]","[-13, -12.004133623288432, -10.013251530347045, -11.008845272316558, -12.926649653994946, -12.926649653994946, -12.926649653994946, -12.0360087887446, -11.107985832617329, -10.14505376001188, -12.141023687492671, -10.143314133640423, -11.141415244515288, -9.28909108074241, -9.28909108074241]","[0.9958663767115681, 0.995441046470693, 0.995593741969512, 0.9589021908391947, -1, -1, 0.8906408652503486, 0.9280229561272694, 0.96293207260545, 0.9979849637403959, 0.9988547769261232, 0.9981011108748643, 0.9261620818864396, -1]"
